county,constituency,town,land_use,size_acres,price_per_acre,distance_to_nairobi_km,latitude,longitude,proximity_to_tarmac_km,proximity_to_school_km,proximity_to_hospital_km,plot_grade,has_road_access,has_water,has_electricity,year
Meru,Meru Town,Meru Town,Residential,5.0,2662470,220,0.03,37.77,0.7829,1.1187,2.3811,C,1,1,1,2023
Meru,Meru Town,Meru Town,Commercial,0.125,4018429,220,0.03,37.77,0.7528,0.9977,1.985,C,1,1,0,2023
Meru,Meru Town,Meru Town,Agricultural,10.0,831621,220,0.03,37.77,0.8124,0.997,2.029,C,1,0,1,2024
Meru,Meru Town,Meru Town,Residential,0.25,4634631,220,0.03,37.77,0.7153,0.8011,2.3951,C,1,1,1,2025
Meru,Meru Town,Meru Town,Commercial,0.125,5361073,220,0.03,37.77,0.8892,0.8557,1.9683,C,1,0,0,2024
Meru,Meru Town,Meru Town,Agricultural,20.0,659225,220,0.03,37.77,0.8653,0.951,1.6211,C,1,0,1,2023
Meru,Meru Town,Meru Town,Residential,1.0,2880915,220,0.03,37.77,0.7569,0.8316,1.6617,C,1,1,0,2025
Meru,Meru Town,Meru Town,Commercial,1.0,3379492,220,0.03,37.77,0.7479,1.1126,2.1562,C,0,1,1,2024
Embu,Embu Town,Embu Town,Residential,0.5,1821058,130,-0.74,37.6,0.7756,1.1793,1.9634,C,0,1,1,2023
Embu,Embu Town,Embu Town,Commercial,0.5,4342554,130,-0.74,37.6,0.9529,0.8501,1.7695,C,1,1,1,2025
Embu,Embu Town,Embu Town,Agricultural,20.0,553808,130,-0.74,37.6,0.7928,1.0611,1.9241,C,1,1,1,2023
Embu,Embu Town,Embu Town,Residential,1.0,1854905,130,-0.74,37.6,0.9109,0.8112,1.8258,C,1,1,0,2023
Embu,Embu Town,Embu Town,Commercial,0.125,5163525,130,-0.74,37.6,0.7261,1.1907,2.0518,C,1,1,1,2025
Embu,Embu Town,Embu Town,Agricultural,20.0,755069,130,-0.74,37.6,0.9468,1.0001,1.8516,C,1,0,0,2025
Embu,Embu Town,Embu Town,Residential,1.0,2792688,130,-0.74,37.6,0.8984,0.8601,2.0697,C,1,1,0,2025
Kirinyaga,Kirinyaga Central,Kerugoya,Residential,1.0,2018859,115,-0.75,37.25,1.1811,0.8926,1.7725,C,1,0,0,2023
Kirinyaga,Kirinyaga Central,Kerugoya,Commercial,0.25,5092730,115,-0.75,37.25,0.9366,1.1141,1.8712,C,0,1,1,2025
Kirinyaga,Kirinyaga Central,Kerugoya,Agricultural,5.0,992989,115,-0.75,37.25,1.0428,1.1832,2.0535,C,1,0,1,2024
Kirinyaga,Kirinyaga Central,Kerugoya,Residential,1.0,2287876,115,-0.75,37.25,0.9996,0.9819,1.7358,C,0,1,1,2025
Kirinyaga,Kirinyaga Central,Kerugoya,Commercial,0.5,1780240,115,-0.75,37.25,0.9893,0.9024,2.3013,C,0,0,0,2025
Kirinyaga,Kirinyaga Central,Kerugoya,Agricultural,2.0,1012564,115,-0.75,37.25,1.0722,0.9763,2.01,C,1,1,1,2024
Kirinyaga,Kirinyaga Central,Kerugoya,Residential,2.0,2139070,115,-0.75,37.25,1.0482,1.0575,2.1928,C,1,1,1,2025
Makueni,Makueni Town,Wote,Residential,0.25,1239149,170,-2.35,37.83,1.7784,2.2993,4.2706,D,1,0,0,2025
Makueni,Makueni Town,Wote,Commercial,0.5,1064890,170,-2.35,37.83,2.338,2.2146,3.5192,D,1,1,1,2025
Makueni,Makueni Town,Wote,Agricultural,5.0,359204,170,-2.35,37.83,2.0361,2.3588,3.4328,D,1,1,0,2023
Makueni,Makueni Town,Wote,Residential,0.25,1333023,170,-2.35,37.83,1.9787,1.6433,4.5888,D,0,1,1,2024
Makueni,Makueni Town,Wote,Commercial,1.0,855559,170,-2.35,37.83,2.297,2.0198,4.2714,D,1,0,0,2024
Makueni,Makueni Town,Wote,Agricultural,5.0,412892,170,-2.35,37.83,2.3536,1.9853,4.0568,D,0,1,1,2024
Makueni,Makueni Town,Wote,Residential,0.25,1966967,170,-2.35,37.83,1.7588,2.1782,4.1256,D,1,1,1,2025
Kitui,Kitui Town,Kitui Town,Residential,0.25,1411420,180,-1.87,38.23,1.4752,1.2885,3.4372,D,1,1,1,2024
Kitui,Kitui Town,Kitui Town,Commercial,0.125,2333429,180,-1.87,38.23,1.5806,1.5833,3.0941,D,1,0,1,2025
Kitui,Kitui Town,Kitui Town,Agricultural,1.0,457065,180,-1.87,38.23,1.7714,1.783,3.0922,D,1,1,1,2024
Kitui,Kitui Town,Kitui Town,Residential,0.125,1294178,180,-1.87,38.23,1.7994,1.4484,2.8221,D,1,0,1,2023
Kitui,Kitui Town,Kitui Town,Commercial,1.0,1024252,180,-1.87,38.23,1.5257,1.4289,3.4141,D,1,0,0,2024
Kitui,Kitui Town,Kitui Town,Agricultural,10.0,252785,180,-1.87,38.23,1.2538,1.2099,3.519,D,1,1,1,2023
Kitui,Kitui Town,Kitui Town,Residential,0.125,1221489,180,-1.87,38.23,1.3739,1.4524,2.6675,D,1,1,0,2025
Garissa,Garissa Town,Garissa Town,Residential,1.0,861742,370,-0.65,39.75,1.7448,2.1159,4.4554,D,0,1,1,2025
Garissa,Garissa Town,Garissa Town,Commercial,1.0,1000132,370,-0.65,39.75,1.6771,1.9318,3.5865,D,1,0,0,2024
Garissa,Garissa Town,Garissa Town,Agricultural,10.0,166612,370,-0.65,39.75,1.3022,2.0577,3.888,D,0,1,1,2025
Garissa,Garissa Town,Garissa Town,Residential,2.0,881602,370,-0.65,39.75,1.5818,2.3819,3.4779,D,0,1,1,2025
Garissa,Garissa Town,Garissa Town,Commercial,0.5,1268140,370,-0.65,39.75,1.7058,2.1019,3.6164,D,1,0,1,2025
Garissa,Garissa Town,Garissa Town,Agricultural,20.0,133641,370,-0.65,39.75,1.5709,2.0349,4.7558,D,1,0,0,2025
Garissa,Garissa Town,Garissa Town,Residential,2.0,690560,370,-0.65,39.75,1.7387,1.8375,4.0567,D,1,0,1,2024
Isiolo,Isiolo Town,Isiolo Town,Residential,0.25,941816,270,0.5,37.66,1.6185,2.3878,4.5871,D,1,0,0,2023
Isiolo,Isiolo Town,Isiolo Town,Commercial,0.125,1588580,270,0.5,37.66,1.8891,2.2707,3.8253,D,1,0,0,2023
Isiolo,Isiolo Town,Isiolo Town,Agricultural,10.0,257863,270,0.5,37.66,2.1068,1.9607,3.4578,D,1,1,1,2024
Isiolo,Isiolo Town,Isiolo Town,Residential,0.5,629573,270,0.5,37.66,1.9871,2.0912,4.0744,D,0,1,1,2025
Isiolo,Isiolo Town,Isiolo Town,Commercial,0.25,1571436,270,0.5,37.66,1.773,1.8919,4.6377,D,0,0,1,2025
Isiolo,Isiolo Town,Isiolo Town,Agricultural,1.0,372480,270,0.5,37.66,1.8788,2.0412,3.6709,D,0,1,1,2024
Isiolo,Isiolo Town,Isiolo Town,Residential,5.0,773413,270,0.5,37.66,2.1739,2.3695,3.3646,D,1,1,1,2024
Taita Taveta,Voi,Voi,Residential,2.0,1660407,330,-3.9,38.37,1.1264,1.0492,2.0858,C,1,1,1,2024
Taita Taveta,Voi,Voi,Commercial,1.0,2641197,330,-3.9,38.37,0.9012,0.9639,2.0831,C,1,1,1,2025
Taita Taveta,Voi,Voi,Agricultural,20.0,392112,330,-3.9,38.37,1.0628,0.9488,2.2236,C,0,0,1,2024
Taita Taveta,Voi,Voi,Residential,0.125,2118853,330,-3.9,38.37,0.8265,0.9134,1.7697,C,1,1,0,2024
Taita Taveta,Voi,Voi,Commercial,0.25,3199896,330,-3.9,38.37,0.9687,1.1025,1.8542,C,0,1,1,2023
Taita Taveta,Voi,Voi,Agricultural,5.0,456005,330,-3.9,38.37,1.0406,1.0365,1.7891,C,0,1,0,2023
Taita Taveta,Voi,Voi,Residential,0.125,3062226,330,-3.9,38.37,0.9611,1.1583,2.3344,C,1,1,1,2024
Turkana,Turkana Central,Lodwar,Residential,0.125,365625,750,2.64,35.57,2.815,2.4957,8.8788,D,0,1,1,2024
Turkana,Turkana Central,Lodwar,Commercial,1.0,475611,750,2.64,35.57,2.8487,3.1416,6.4937,D,1,1,1,2025
Turkana,Turkana Central,Lodwar,Agricultural,1.0,239167,750,2.64,35.57,3.2689,3.3747,9.0117,D,0,1,1,2024
Turkana,Turkana Central,Lodwar,Residential,2.0,280954,750,2.64,35.57,2.4901,2.7952,8.3608,D,1,1,0,2023
Turkana,Turkana Central,Lodwar,Commercial,1.0,261618,750,2.64,35.57,3.4654,3.559,7.7225,D,0,0,1,2025
Turkana,Turkana Central,Lodwar,Agricultural,10.0,115249,750,2.64,35.57,2.9792,2.5102,8.8518,D,1,0,1,2024
Turkana,Turkana Central,Lodwar,Residential,5.0,232336,750,2.64,35.57,3.5661,2.4723,6.442,D,1,1,1,2024
Marsabit,Marsabit Town,Marsabit Town,Residential,0.25,870073,560,2.63,38.13,2.776,3.5333,6.5004,D,1,1,1,2025
Marsabit,Marsabit Town,Marsabit Town,Commercial,0.25,750655,560,2.63,38.13,2.6436,2.8802,4.9647,D,0,0,1,2024
Marsabit,Marsabit Town,Marsabit Town,Agricultural,10.0,119086,560,2.63,38.13,2.6887,3.4729,5.2489,D,1,1,1,2025
Marsabit,Marsabit Town,Marsabit Town,Residential,0.125,600862,560,2.63,38.13,2.8763,2.917,5.601,D,1,0,0,2024
Marsabit,Marsabit Town,Marsabit Town,Commercial,1.0,485772,560,2.63,38.13,3.1129,3.0355,5.9847,D,0,1,1,2024
Marsabit,Marsabit Town,Marsabit Town,Agricultural,10.0,78560,560,2.63,38.13,2.6865,3.0386,5.4611,D,0,0,0,2025
Marsabit,Marsabit Town,Marsabit Town,Residential,2.0,419650,560,2.63,38.13,2.6052,2.6443,6.3286,D,1,0,0,2025
Samburu,Samburu East,Maralal,Residential,5.0,357879,350,1.28,36.88,3.488,2.6863,5.5563,D,1,0,1,2024
Samburu,Samburu East,Maralal,Commercial,0.125,663718,350,1.28,36.88,3.5692,3.4575,5.2097,D,1,1,1,2024
Samburu,Samburu East,Maralal,Agricultural,1.0,243427,350,1.28,36.88,3.0807,3.5885,6.8049,D,1,1,1,2023
Samburu,Samburu East,Maralal,Residential,2.0,356476,350,1.28,36.88,2.8209,3.0549,6.3922,D,1,1,0,2024
Samburu,Samburu East,Maralal,Commercial,0.5,477986,350,1.28,36.88,3.4826,3.1149,5.0706,D,0,0,1,2025
Samburu,Samburu East,Maralal,Agricultural,20.0,136167,350,1.28,36.88,2.6932,3.2892,7.1359,D,0,1,1,2023
Samburu,Samburu East,Maralal,Residential,0.5,303307,350,1.28,36.88,3.0539,3.4949,7.1696,D,0,1,1,2024
West Pokot,West Pokot,Kapenguria,Residential,2.0,349348,380,1.37,35.42,2.6287,3.0954,6.4844,D,1,0,1,2025
West Pokot,West Pokot,Kapenguria,Commercial,0.125,768481,380,1.37,35.42,3.2226,2.9596,5.1605,D,1,1,1,2025
West Pokot,West Pokot,Kapenguria,Agricultural,5.0,255930,380,1.37,35.42,2.7396,3.1117,4.9277,D,1,0,0,2023
West Pokot,West Pokot,Kapenguria,Residential,0.5,355482,380,1.37,35.42,3.0024,3.5502,6.1458,D,1,1,0,2025
West Pokot,West Pokot,Kapenguria,Commercial,0.125,865104,380,1.37,35.42,3.5195,2.6985,6.4284,D,0,1,1,2024
West Pokot,West Pokot,Kapenguria,Agricultural,10.0,132220,380,1.37,35.42,3.2147,2.787,6.1876,D,1,0,0,2024
West Pokot,West Pokot,Kapenguria,Residential,5.0,324975,380,1.37,35.42,2.9534,2.62,6.6778,D,0,1,0,2024
Wajir,Wajir Town,Wajir Town,Residential,1.0,478768,640,2.15,40.52,2.9599,3.5537,5.9071,D,1,1,1,2024
Wajir,Wajir Town,Wajir Town,Commercial,0.125,940796,640,2.15,40.52,2.5527,3.0519,6.1574,D,1,1,1,2024
Wajir,Wajir Town,Wajir Town,Agricultural,5.0,193946,640,2.15,40.52,3.407,2.5016,5.4484,D,1,0,1,2025
Wajir,Wajir Town,Wajir Town,Residential,5.0,382999,640,2.15,40.52,3.1015,3.013,6.5207,D,1,1,1,2025
Wajir,Wajir Town,Wajir Town,Commercial,0.25,942634,640,2.15,40.52,3.1539,3.263,7.0477,D,1,1,0,2025
Wajir,Wajir Town,Wajir Town,Agricultural,10.0,140853,640,2.15,40.52,2.5243,2.4296,6.0139,D,0,0,0,2025
Wajir,Wajir Town,Wajir Town,Residential,1.0,457206,640,2.15,40.52,3.386,3.2176,6.8624,D,0,1,1,2025
Mandera,Mandera Town,Mandera Town,Residential,2.0,204966,900,4.53,42.17,5.3993,4.4007,9.9219,D,0,0,0,2024
Mandera,Mandera Town,Mandera Town,Commercial,0.5,447036,900,4.53,42.17,4.8338,4.8497,8.1119,D,1,1,1,2025
Mandera,Mandera Town,Mandera Town,Agricultural,10.0,108503,900,4.53,42.17,5.8162,4.7095,8.5572,D,1,1,0,2025
Mandera,Mandera Town,Mandera Town,Residential,5.0,276985,900,4.53,42.17,5.0501,5.0261,8.698,D,0,0,1,2024
Mandera,Mandera Town,Mandera Town,Commercial,0.25,597530,900,4.53,42.17,4.6059,4.7879,11.6646,D,1,0,1,2024
Mandera,Mandera Town,Mandera Town,Agricultural,10.0,159059,900,4.53,42.17,4.2588,4.6482,11.8208,D,1,1,1,2025
Mandera,Mandera Town,Mandera Town,Residential,0.5,363717,900,4.53,42.17,4.9989,5.3586,9.2946,D,1,0,0,2024
Lamu,Lamu Town,Lamu Town,Residential,0.25,3388203,600,-2.17,41.05,1.6535,1.452,2.4772,D,1,1,0,2024
Lamu,Lamu Town,Lamu Town,Commercial,0.5,2283202,600,-2.17,41.05,1.3927,1.6192,2.8532,D,1,0,1,2025
Lamu,Lamu Town,Lamu Town,Agricultural,20.0,411643,600,-2.17,41.05,1.5171,1.674,2.5032,D,0,1,1,2025
Lamu,Lamu Town,Lamu Town,Residential,0.125,3033598,600,-2.17,41.05,1.5279,1.2432,2.6224,D,1,0,1,2024
Lamu,Lamu Town,Lamu Town,Commercial,1.0,2025206,600,-2.17,41.05,1.681,1.4633,3.1506,D,0,1,1,2025
Lamu,Lamu Town,Lamu Town,Agricultural,1.0,743872,600,-2.17,41.05,1.2135,1.6928,2.7479,D,0,1,0,2023
Lamu,Lamu Town,Lamu Town,Residential,0.5,1590816,600,-2.17,41.05,1.5107,1.5667,2.7747,D,1,1,0,2025
Tana River,Tana River,Hola,Residential,2.0,88928,400,-1.33,40.08,4.6761,4.5218,9.3382,D,1,0,1,2024
Tana River,Tana River,Hola,Commercial,0.125,179202,400,-1.33,40.08,4.1458,5.896,11.6173,D,1,1,1,2025
Tana River,Tana River,Hola,Agricultural,1.0,92995,400,-1.33,40.08,4.2589,5.4467,8.4162,D,0,1,1,2025
Tana River,Tana River,Hola,Residential,1.0,151374,400,-1.33,40.08,4.1107,5.5472,11.2455,D,1,1,1,2025
Tana River,Tana River,Hola,Commercial,1.0,144816,400,-1.33,40.08,4.8537,4.2755,9.7518,D,1,1,0,2025
Tana River,Tana River,Hola,Agricultural,20.0,52971,400,-1.33,40.08,4.4543,5.495,11.5533,D,1,0,1,2024
Tana River,Tana River,Hola,Residential,2.0,100902,400,-1.33,40.08,4.3612,4.0874,9.3987,D,1,0,1,2023
Tharaka Nithi,Tharaka,Chuka,Residential,5.0,1130993,195,-0.45,38.13,2.3507,1.7647,4.3284,D,1,0,1,2025
Tharaka Nithi,Tharaka,Chuka,Commercial,0.5,1859496,195,-0.45,38.13,1.7954,2.3144,3.7102,D,1,1,1,2025
Tharaka Nithi,Tharaka,Chuka,Agricultural,20.0,355474,195,-0.45,38.13,1.7097,2.3808,3.5689,D,0,1,1,2024
Tharaka Nithi,Tharaka,Chuka,Residential,5.0,731128,195,-0.45,38.13,2.2114,2.3624,3.2341,D,0,1,1,2024
Tharaka Nithi,Tharaka,Chuka,Commercial,0.125,1605869,195,-0.45,38.13,1.6151,1.9061,3.9104,D,1,0,1,2025
Tharaka Nithi,Tharaka,Chuka,Agricultural,2.0,405988,195,-0.45,38.13,1.6208,2.087,4.6291,D,0,1,0,2025
Tharaka Nithi,Tharaka,Chuka,Residential,0.5,1650831,195,-0.45,38.13,2.1834,2.1883,3.2914,D,1,1,1,2024
Nyandarua,Ol Kalou,Ol Kalou,Residential,0.125,1262581,130,-0.45,36.57,2.1754,2.2152,3.6162,D,1,1,0,2025
Nyandarua,Ol Kalou,Ol Kalou,Commercial,1.0,733305,130,-0.45,36.57,2.399,2.2171,3.6733,D,1,0,1,2025
Nyandarua,Ol Kalou,Ol Kalou,Agricultural,20.0,239865,130,-0.45,36.57,1.6994,2.0548,3.7136,D,1,0,1,2025
Nyandarua,Ol Kalou,Ol Kalou,Residential,0.5,591770,130,-0.45,36.57,2.0453,1.9269,4.1273,D,1,0,0,2024
Nyandarua,Ol Kalou,Ol Kalou,Commercial,0.125,828152,130,-0.45,36.57,2.2952,1.7018,4.2085,D,1,0,0,2025
Nyandarua,Ol Kalou,Ol Kalou,Agricultural,2.0,343988,130,-0.45,36.57,1.8539,2.0427,3.5647,D,1,0,1,2025
Nyandarua,Ol Kalou,Ol Kalou,Residential,5.0,748270,130,-0.45,36.57,1.7878,1.6873,4.0111,D,1,0,1,2025
Vihiga,Vihiga,Mbale,Residential,0.125,2507037,370,0.1,34.69,1.7255,1.2858,2.7918,C,0,0,1,2024
Vihiga,Vihiga,Mbale,Commercial,0.5,2699865,370,0.1,34.69,1.2268,1.7582,3.4942,C,1,1,1,2025
Vihiga,Vihiga,Mbale,Agricultural,1.0,943048,370,0.1,34.69,1.764,1.4273,3.0992,C,0,0,1,2025
Vihiga,Vihiga,Mbale,Residential,5.0,1253225,370,0.1,34.69,1.5021,1.5447,3.0579,C,1,1,0,2025
Vihiga,Vihiga,Mbale,Commercial,1.0,2295157,370,0.1,34.69,1.3902,1.317,3.0903,C,0,1,1,2025
Vihiga,Vihiga,Mbale,Agricultural,2.0,760577,370,0.1,34.69,1.467,1.7746,2.8919,C,1,1,0,2025
Vihiga,Vihiga,Mbale,Residential,0.125,2748254,370,0.1,34.69,1.5416,1.6961,2.5503,C,1,1,1,2024
